,perc_premium_paid_by_cash_credit,age_in_days,Income,Count_3-6_months_late,Count_6-12_months_late,Count_more_than_12_months_late,application_underwriting_score,no_of_premiums_paid,residence_area_type1,sourcing_channel1,premium,renewal_prob,incentives,hours
58485,0.004,14975,125110,0.0,0.0,0.0,98.16,12,1,2,5400,0.7156624364218119,211.82772545311914,4.111414715873113
71044,0.297,13884,111040,0.0,0.0,0.0,98.77,7,1,1,7500,0.7411907787979105,281.722999912851,5.055491369446782
60067,0.004,18265,136430,0.0,0.0,0.0,99.79,10,1,0,5400,0.839665088070573,241.76976570001668,4.536111702275988
33997,0.251,20455,290120,1.0,0.0,0.0,98.96,19,0,0,20100,0.474761167688175,398.05134549459126,6.30324011492864
17244,0.0,29938,65840,0.0,0.0,0.0,99.55,6,0,0,3300,0.88380161207291,161.88919707113592,3.3283840608925908
51082,0.461,19720,153270,0.0,0.0,0.0,99.2,10,1,0,9600,0.6589888808190572,308.15382784350004,5.371649582093099
78489,0.242,15704,114230,0.0,0.0,0.0,98.95,9,1,3,3300,0.7411779270583745,132.3701608200769,2.8174125232787484
67034,0.104,22273,135060,0.0,0.0,0.0,98.67,16,1,0,5400,0.7678030165963179,224.85840551764574,4.30015444305889
36843,0.39,17533,237620,0.0,0.0,0.0,98.96,15,1,0,9600,0.7087350665739673,323.408737330193,5.544838776220278
12514,0.395,16072,600140,1.0,0.0,0.0,99.07,13,1,3,39000,0.5109279331534072,583.0464152870311,7.672094224108983
38698,0.011,23369,202360,0.0,0.0,0.0,99.28,16,0,0,1200,0.8847846248675226,8.041601217468067,0.1990326503762918
13541,0.009,23367,480130,0.0,0.0,0.0,99.56,17,0,0,3300,0.8761202129020241,160.39497642259118,3.303415288119581
7854,0.04,17900,360130,0.0,0.0,0.0,99.89,7,0,0,1200,0.8632389938793682,4.719537611177131,0.11729510620335004
6541,0.045,21914,270100,0.0,0.0,0.0,99.22,13,1,3,9600,0.8866566134107794,372.12811651839553,6.055726415118466
17800,0.69,20448,183110,0.0,1.0,0.0,99.57,15,1,0,18000,0.28740594215368204,267.39320052860194,4.875145718856999
37084,0.779,20816,280200,0.0,0.0,0.0,99.08,15,1,3,15900,0.5506417201174241,378.4518628642652,6.1175925585016175
53070,0.324,23367,175060,0.0,0.0,0.0,98.46,11,1,0,7500,0.6758529319306058,263.3759524354645,4.823416866391925
69129,0.131,17535,240120,2.0,0.0,0.0,99.72,10,1,1,30600,0.5413553477861717,533.6428495998239,7.366067519950855
20905,0.2,14240,96100,0.0,0.0,0.0,98.92,8,0,3,7500,0.7576634477895151,286.15594578697244,5.109985696534293
7932,0.514,11689,52540,0.0,0.0,0.0,99.79,5,1,0,1200,0.5312188836958622,-57.175809761019195,-1.536600312766807
33910,0.576,17529,37320,0.0,0.0,0.0,98.96,12,0,2,1200,0.5092018519907834,-62.27256929874911,-1.6845390153957696
60898,0.242,14250,180090,0.0,0.0,0.0,99.81,13,1,0,9600,0.7344112663896423,330.96981205248665,5.6282623447064
32256,0.152,12416,228110,0.0,0.0,0.0,99.03,12,1,2,15900,0.7670159933142392,456.17311509224385,6.803193619847882
36668,0.099,12424,255080,0.0,0.0,0.0,99.22,19,0,2,7500,0.7962102423599581,296.25361188558753,5.231884930002293
54277,0.341,17168,186040,0.0,0.0,0.0,98.99,17,1,1,13800,0.6619885601419213,388.0745559762909,6.209876125771114
34082,0.118,21915,200060,0.0,0.0,0.0,98.86,10,1,0,7500,0.841519170171242,307.6641752060834,5.365980402917826
27216,0.451,16804,231130,0.0,0.0,0.0,99.89,3,1,0,15900,0.6274758619126862,408.3391098375006,6.397106335087319
3737,0.721,13150,173980,1.0,0.0,0.0,99.61,8,0,0,1200,0.46488712823050604,-73.08360666876159,-2.0046504194026804
11251,0.0,14244,180130,0.0,0.0,0.0,99.75,9,1,0,1200,0.8025716630119006,-4.9941375593641855,-0.12563611196732216
27964,0.766,13884,113390,0.0,1.0,0.0,99.22,9,1,2,7500,0.24247627631073754,85.40855612541762,1.9226511773661836
72289,0.159,17163,165100,1.0,0.0,0.0,98.25,11,0,3,3300,0.516852060664193,75.6748498763139,1.7236837810753014
42816,1.0,14247,48060,0.0,1.0,1.0,99.75,4,0,2,1200,0.06487177360313207,-265.92145569140666,-9.441087371628637
1788,0.572,14606,160340,1.0,1.0,0.0,97.12,10,1,1,9600,0.2351451679613182,119.33099051098245,2.5794170653359916
67564,0.151,21177,193920,0.0,0.0,0.0,99.4,7,1,2,11700,0.8736236529167867,413.98504311776287,6.447603361288432
45668,0.056,28118,1140070,0.0,0.0,0.0,99.84,6,0,0,60000,0.897794142752293,882.6657732870126,8.899328267011686
71133,0.115,17892,278850,0.0,0.0,0.0,98.74,22,1,0,34800,0.6828096186673588,632.0080439506683,7.9402904388729
39988,0.032,25193,300120,0.0,0.0,0.0,99.45,8,1,1,15900,0.9450774054921648,508.38271117749036,7.194369432242156
13922,0.011,20813,319850,0.0,0.0,0.0,99.36,17,0,0,7500,0.8574230116607122,311.5600442768479,5.410895154427633
22289,0.013,14608,69130,0.0,0.0,0.0,99.55,9,1,1,1200,0.7900044999177777,-7.077354970728427,-0.17850842674193457
36055,0.007,15702,172580,0.0,0.0,0.0,98.69,7,0,2,7500,0.801094434197271,297.5067165948039,5.246798925428261
76410,0.383,18257,1500140,1.0,0.0,0.0,99.32,20,0,3,60000,0.6005987597273287,754.9743134285452,8.485403132605928
10412,0.522,23000,177580,0.0,0.0,0.0,99.22,10,0,2,11700,0.6681105418122334,353.2805765935338,5.865428682029499
23992,0.128,27752,168090,0.0,0.0,0.0,99.36,13,1,0,11700,0.8876772659683001,417.7242159264495,6.480656195069701
75720,0.773,20082,218340,0.0,1.0,0.0,99.32,11,1,1,18000,0.18425981197676478,184.270637913388,3.6914333325242477
66969,0.881,9867,105120,0.0,0.0,0.0,99.22,8,1,3,7500,0.5027365133310311,207.31600967044133,4.044619665761321
15646,0.305,17531,512780,0.0,0.0,0.0,98.95,19,0,3,36900,0.5363086249907183,581.1731170217746,7.661166500846498
16995,0.192,14250,66330,0.0,0.0,0.0,98.43,11,1,0,5400,0.691934102323681,205.66032168231771,4.019917948899345
64616,0.025,23738,139260,0.0,0.0,0.0,99.54,11,1,0,11700,0.9069752720675796,422.7863604373108,6.524914121666907
41625,0.392,19718,115540,0.0,0.0,0.0,96.71,20,0,2,1200,0.461380193121932,-73.97351251532834,-2.0313876719067014
1152,0.357,12416,126570,0.0,0.0,0.0,98.98,12,1,0,9600,0.637829227422996,301.40220376315597,5.292864336811247
50251,0.395,18626,102140,0.0,0.0,0.0,98.38,19,1,1,7500,0.5913175534145396,237.54861966283477,4.47814671577418
31895,0.026,14611,510150,0.0,0.0,0.0,99.46,6,1,3,30600,0.8917804319925634,671.7705767006631,8.135190969678582
75642,0.95,18260,112530,0.0,0.0,0.0,99.51,5,0,0,7500,0.4986181383153918,205.8158760430373,4.022243066368615
56562,0.001,19718,270140,0.0,0.0,0.0,99.05,11,0,0,11700,0.8367356606619354,403.94902686039507,6.357346040088201
24548,0.806,15345,245170,0.0,0.0,0.0,99.11,21,0,2,11700,0.4894521132898259,287.7212991736264,5.129084802224323
54904,1.0,16075,164620,0.0,1.0,0.0,99.7,3,0,1,7500,0.25505703431136717,93.19103541289124,2.078286729524621
46188,0.072,12053,202630,0.0,0.0,0.0,99.68,7,1,0,3300,0.8383441960843611,152.89912600404008,3.1767405835805596
56580,0.098,21181,336860,0.0,0.0,0.0,99.61,6,1,3,26400,0.9051778685981334,633.6130169224849,7.948538326200463
78650,0.009,21545,282140,0.0,0.0,0.0,99.68,13,1,0,7500,0.8893786325888866,319.2269052204451,5.498017614227859
76922,0.007,27025,42930,0.0,0.0,0.0,99.4,7,1,0,3300,0.8671453154711425,158.6365503525227,3.2739118632996487
54053,0.006,21177,216140,0.0,0.0,0.0,99.25,10,1,0,9600,0.9059948474262169,376.96547846652294,6.103138845800346
64549,0.696,17163,252110,0.0,0.0,0.0,98.36,16,1,2,3300,0.431216171533643,48.95501237637277,1.151945874201753
37253,0.653,12057,75040,0.0,0.0,0.0,98.89,8,0,0,5400,0.5642665309035453,169.42991525319547,3.452977901205138
1345,0.414,17525,176670,1.0,0.0,0.0,98.93,15,1,2,13800,0.49892372102356014,325.9247220457754,5.5727736234205105
75408,0.01,20820,240450,1.0,0.0,0.0,99.51,19,0,0,9600,0.7277752434743865,329.0349117184353,5.6070639233768595
6103,0.257,25922,123060,1.0,0.0,0.0,98.33,18,1,1,5400,0.6332607582300315,189.6963007439,3.7764259917181056
75084,0.846,10965,250130,0.0,0.0,0.0,99.07,10,1,0,1200,0.5446655605647851,-54.14448248140989,-1.4495027281078698
38675,0.018,26295,119810,0.0,0.0,0.0,99.79,8,1,0,7500,0.9184287573239038,326.01924560966955,5.573819692856081
73164,0.076,19354,148540,0.0,0.0,0.0,98.98,6,1,1,13800,0.8272937354016173,440.1957957883675,6.672918133211237
69092,0.147,28110,189350,0.0,0.0,0.0,99.69,16,1,0,13800,0.8743196955143905,453.5627245775192,6.782263115512947
26237,0.182,17160,252050,0.0,0.0,0.0,99.19,8,0,1,11700,0.8448412837664584,406.1825738686747,6.377629454572096
33292,0.065,24095,165060,0.0,0.0,0.0,99.56,10,1,0,7500,0.8951110260846189,320.58027706989634,5.51322401539645
65829,0.381,14615,231920,0.0,0.0,0.0,98.6,13,1,1,15900,0.6832318770048549,428.335792783623,6.572793112130942
37274,0.02,22640,135060,1.0,0.0,0.0,99.55,9,1,0,9600,0.6542592535070492,306.6589749985875,5.354320464687305
50678,0.345,16067,120580,0.0,0.0,0.0,99.51,7,1,2,5700,0.7032614684834492,218.57868287407533,4.20996471433579
48686,0.012,24464,279240,0.0,0.0,0.0,99.81,8,1,0,24300,0.9364900267337668,619.819158775201,7.876560465196743
30055,0.16,16433,343000,0.0,0.0,0.0,99.37,11,1,3,18000,0.8673634581465646,518.224935027654,7.26256115429414
37517,0.002,16431,36060,0.0,0.0,0.0,96.42,17,1,2,1200,0.7174337112649911,-19.64031276255853,-0.5032619928283122
75600,0.451,21540,228080,0.0,0.0,0.0,98.88,21,1,3,13800,0.6129749164118761,370.73650325630007,6.041980258741345
49531,0.181,18989,250040,0.0,0.0,0.0,99.01,21,0,2,7500,0.7475466840570382,283.44210839864286,5.076696137049872
72015,0.11,24470,129110,0.0,0.0,0.0,99.87,5,1,0,7500,0.9076671388643555,323.5220928711377,5.546101140368159
71656,0.001,10962,75150,0.0,0.0,0.0,99.12,11,0,0,5700,0.7937575086605527,241.35744550903286,4.53047661978601
2566,0.421,18626,197880,1.0,1.0,0.0,98.41,22,1,0,11700,0.1453948363740627,75.27768499776617,1.7154620447048297
77033,0.154,12418,117560,0.0,0.0,0.0,97.08,9,0,0,3300,0.6797029518105999,118.3031934174832,2.560325413979534
70364,0.092,23368,192080,0.0,0.0,0.0,99.87,5,1,0,5400,0.9031935575191612,255.83753525313554,4.724933663825267
6707,0.967,19715,1708440,0.0,0.0,0.0,99.84,9,0,3,34800,0.6424887981209192,614.873274616925,7.850141757055376
45562,0.72,22642,195030,0.0,0.0,0.0,98.88,13,1,1,1200,0.5789654663926332,-46.670933724196765,-1.2375677343117863
58181,0.996,17534,90150,0.0,0.0,0.0,98.86,9,1,1,5400,0.4506789878454164,131.54834690442357,2.8026404777873526
69552,0.055,21544,210120,0.0,0.0,0.0,99.39,8,0,1,5400,0.8955198183408717,254.17847840332644,4.703009140371682
570,0.0,24099,172630,0.0,0.0,0.0,99.61,9,1,0,11700,0.9080045913240461,423.05407002052846,6.527239128027352
63392,0.186,18625,130020,0.0,0.0,0.0,99.83,7,1,2,5400,0.7977006759963678,232.03280082013944,4.401475443662221
44997,0.155,20819,170490,0.0,0.0,0.0,99.07,12,0,0,1200,0.8126378082314264,-3.3437515333570036,-0.08394416002240224
33856,0.244,13146,315050,1.0,0.0,0.0,99.3,17,1,0,5400,0.5370978782216552,160.93440773869077,3.3124400702004886
38135,0.705,21906,197190,3.0,0.0,0.0,98.58,11,1,1,9600,0.3287288726282455,175.53058569181118,3.5520733548666317
12577,0.386,20816,115910,1.0,0.0,0.0,98.14,14,1,0,7500,0.5813856525467349,234.33566163502857,4.433614397525448
46369,0.189,28117,120110,0.0,0.0,0.0,97.64,20,1,0,5400,0.6914796926006567,205.54067420583073,4.0181289270312455
54228,0.013,14979,125010,0.0,0.0,0.0,99.88,11,0,0,3300,0.8040756138741311,145.87503958451808,3.055864474888378
22054,1.0,21906,186040,0.0,0.0,0.0,99.43,5,0,1,7500,0.5500078470614237,223.90636044916516,4.286572010977539
14811,0.185,19717,317480,1.0,0.0,0.0,99.59,12,0,1,3300,0.5670986050009267,89.8048560607869,2.0109412219771503
15170,0.017,26290,245070,0.0,0.0,0.0,99.74,24,1,0,1200,0.855750035756897,3.5497488615105377,0.08835111138007057
724,0.977,21178,151370,1.0,0.0,0.0,98.96,10,1,2,5400,0.36261855129209214,96.81672780564638,2.1497665242959774
42268,0.563,17167,191350,0.0,0.0,0.0,99.37,10,1,0,3300,0.5871503305997483,95.17724908671937,2.1175247680359597
14909,0.136,19721,240070,0.0,0.0,0.0,99.2,16,0,1,13800,0.841814440933147,444.3836148877313,6.707569467265623
75385,0.02,29212,237100,0.0,0.0,0.0,99.64,11,1,0,20100,0.9308920916222824,565.9889937168866,7.5706770218910275
66870,0.042,15709,1500040,1.0,0.0,0.0,99.03,17,0,3,60000,0.5805301049350734,744.5723852246831,8.445499721098322
63196,0.03,24102,157170,0.0,0.0,0.0,99.26,8,0,0,7500,0.9241504730415304,327.33799821274596,5.588388256250791
74977,0.05,19715,150080,0.0,0.0,0.0,99.24,14,1,1,5700,0.8383961533420515,251.88093415281475,4.672496416608427
27707,0.177,24097,47520,1.0,0.0,0.0,96.52,25,1,0,5700,0.5819808265026639,184.30337804348704,3.691949669626359
28881,0.541,9503,85100,0.0,0.0,0.0,99.11,9,1,0,5400,0.548171636468054,164.43542347530772,3.3707177905256724
69002,0.887,17166,72100,0.0,0.0,0.0,98.77,7,0,2,5400,0.4925167034676187,146.2622085407339,3.062582607306176
62032,0.056,23001,375140,0.0,0.0,0.0,99.88,9,1,2,7500,0.9101747731481834,324.1059550127102,5.55259755526766
961,0.101,29943,239020,0.0,0.0,0.0,99.76,9,1,0,22200,0.9174981169122824,589.0522008656255,7.706785395072032
17950,0.5,12057,345650,0.0,0.0,0.0,99.56,12,0,2,11700,0.6116632425585194,334.1637205812249,5.6630306768467165
61880,0.001,17897,773620,0.0,0.0,0.0,99.06,11,1,2,55800,0.779133264059518,813.543941973738,8.691704378185907
29255,0.028,14605,330120,0.0,0.0,0.0,98.95,10,1,2,13800,0.8003939680667758,432.2879086224057,6.6064881760875895
27919,0.814,19354,162070,2.0,0.0,0.0,98.93,13,0,0,3300,0.25667886850069543,-21.733425822254176,-0.558367331333196
54821,0.073,16439,124980,0.0,0.0,0.0,98.59,21,0,1,1200,0.7294804304107824,-17.48820593398609,-0.4469033863153604
75590,0.446,18620,191270,0.0,0.0,0.0,98.36,17,0,0,7500,0.49009572490864606,202.6817157814242,3.9752209678611914
23424,0.174,27383,350430,0.0,1.0,0.0,99.03,10,1,1,26400,0.29651386943415053,353.5905622689211,5.868631585507549
33948,0.037,21545,380510,0.0,0.0,0.0,99.22,14,0,4,13800,0.907295943708731,462.6129234938283,6.8542485882829185
53440,0.232,27380,300140,0.0,0.0,0.0,98.62,27,1,1,20100,0.7615396079709397,513.1268148933141,7.227448387994913
2858,0.015,19724,90140,2.0,0.0,0.0,97.31,20,1,1,1200,0.3887613703470016,-93.73368925725303,-2.6406690202740224
43233,0.693,20081,114080,0.0,0.0,0.0,99.09,9,0,0,3300,0.5787230940847347,92.93668512531393,2.0732479025394115
18240,0.023,21179,138110,0.0,0.0,0.0,99.39,19,1,1,11700,0.8425419989990524,405.5506507140224,6.371902282291315
56590,0.03,20811,337530,0.0,0.0,0.0,98.95,26,1,0,24300,0.7835632088391831,570.6996514848415,7.599118493526149
59621,0.0,18628,298210,0.0,0.0,0.0,99.18,12,0,2,22200,0.866179172754171,573.3659924798637,7.615069193918265
22488,0.213,19723,274870,0.0,0.0,0.0,97.6,20,1,2,9600,0.6319089012566839,299.4831085872223,5.270226471603355
9532,1.0,14974,111580,0.0,0.0,0.0,99.62,3,0,1,5400,0.48992591963246346,145.3791370286582,3.047250099740566
75658,0.035,26293,315060,0.0,0.0,0.0,99.36,18,0,0,3300,0.8692001864268711,159.04036413891208,3.280698654768469
22858,0.066,19356,196590,0.0,0.0,0.0,99.26,13,1,2,13800,0.8672276625809103,451.58244220431595,6.766293548730697
18113,0.605,21179,205090,1.0,0.0,0.0,99.58,13,1,0,13800,0.4906822895312967,322.3983644414468,5.533571116249787
5717,0.451,21546,150110,0.0,0.0,0.0,99.37,8,1,0,13800,0.7500066894699848,416.9154927617097,6.4735335600467225
52939,0.217,8408,42110,0.0,0.0,0.0,99.85,3,1,0,3300,0.7125702146669571,125.93875509167269,2.7009937754439495
63397,0.043,15336,121560,0.0,0.0,0.0,99.75,6,1,3,9600,0.8425010489252297,360.77734658500503,5.942196868575376
11481,0.024,21185,464820,0.0,0.0,0.0,99.72,5,1,0,32700,0.9125283355985372,698.0382226669965,8.253716987290058
54673,0.885,17534,105070,1.0,1.0,0.0,99.24,13,1,0,3300,0.25436605956752334,-22.895816269973146,-0.5890943189796394
35597,0.062,12787,264980,0.0,0.0,0.0,99.59,5,1,0,15900,0.8622373475575253,485.1253784610235,7.026405034774585
76389,0.073,18991,400070,0.0,0.0,0.0,99.28,9,1,0,3300,0.8799049526219742,161.13243224782224,3.3157500027541396
29330,1.0,16433,267570,0.0,0.0,0.0,99.57,3,1,2,13800,0.45278324190751873,305.584644994335,5.341826211221531
10201,0.086,14607,155080,0.0,0.0,0.0,99.87,4,1,0,7500,0.8565418441349705,311.345610986838,5.408434352763729
30217,0.049,20810,472630,0.0,0.0,0.0,99.57,9,1,0,22200,0.914453748568546,588.1410680789165,7.701555883825431
13638,1.0,25928,196650,0.0,0.0,0.0,99.81,5,0,2,13800,0.6959861737392439,399.539673823233,6.316969537880337
28876,0.998,14605,160860,0.0,0.0,0.0,98.72,8,1,0,15900,0.5007164197453542,357.30007400083883,5.906767877416643
33485,0.435,16805,165070,0.0,0.0,0.0,98.58,23,0,1,7500,0.439221932940512,183.0671270031526,3.672423676924507
31647,0.104,16074,102630,0.0,0.0,0.0,99.89,8,0,2,5700,0.8254463066028775,248.87221286630557,4.632272895962103
57929,0.26,18993,264130,0.0,0.0,0.0,99.03,21,1,3,13800,0.6845661051809314,395.7365803328743,6.28178526865621
68022,0.87,18995,246130,0.0,0.0,0.0,98.68,10,1,0,7500,0.5307344074676759,217.27673550311894,4.191088207683312
24965,0.041,21548,190080,0.0,0.0,0.0,97.97,28,0,1,18000,0.7018772413034309,464.8232996296352,6.87158388189534
19438,0.653,18259,90690,3.0,0.0,0.0,99.35,10,1,0,9600,0.3110695445653791,165.94913458107115,3.39575742743218
1069,0.187,16795,150090,0.0,0.0,0.0,98.3,14,0,2,9600,0.6737613164058437,312.7715880585637,5.424773879062437
42392,0.128,25922,81060,0.0,0.0,0.0,98.9,20,1,0,3300,0.7314369538569193,130.20173228868632,2.7783694722786754
12877,0.077,17529,237580,0.0,0.0,0.0,98.9,21,0,2,11700,0.7723281641805867,385.59361284214157,6.186295368710535
71705,0.394,22277,556770,0.0,0.0,0.0,99.31,18,1,0,24300,0.8106678506700649,579.923793107908,7.6538501796727285
59865,0.016,30668,100110,0.0,0.0,0.0,99.89,5,0,0,7500,0.9330156018962368,329.3691854341464,5.610733497523603
33868,0.084,28846,150090,0.0,0.0,0.0,99.77,4,1,0,9600,0.9243450340156371,381.48422153812186,6.14691340861331
2021,0.751,29576,117030,0.0,0.0,0.0,97.14,12,1,0,5400,0.5675304105347385,170.429606233497,3.469319968776966
29786,0.097,15335,219310,0.0,0.0,0.0,99.6,9,1,1,11700,0.8660553390548266,411.9524512818946,6.429505988500841
19163,0.343,24104,132550,0.0,0.0,0.0,98.97,11,0,0,7500,0.7447374275018814,282.68364021685824,5.06735185735282
67469,0.004,23365,57070,0.0,0.0,0.0,97.91,11,1,0,3300,0.7646602623528964,137.51011828917,2.909117546892497
54464,0.069,12057,105080,0.0,0.0,0.0,99.84,7,1,0,7500,0.8594351454088532,312.04906530784683,5.416502148264241
51419,0.465,15709,375130,1.0,0.0,1.0,99.05,24,0,3,24300,0.18429312985934204,239.40373788804646,4.503696648955665
61683,0.453,17899,180330,0.0,0.0,0.0,99.14,12,1,1,3300,0.5977498906723604,97.96081525218635,2.1721878280252724
11045,0.267,17163,66040,0.0,0.0,1.0,97.65,15,1,1,5700,0.5353596436849546,169.6861851744678,3.457171069927502
58230,0.105,19358,83200,0.0,0.0,0.0,99.57,11,0,1,3300,0.8025983670295852,145.56719574231838,3.050518144456622
76419,0.0,27751,76630,0.0,0.0,0.0,99.58,9,1,0,5400,0.8631749578913994,247.0660239128038,4.607980267389746
5942,0.02,9864,75190,0.0,0.0,0.0,99.89,6,1,1,7500,0.7922817414883514,295.2415114826329,5.219805126019745
5929,0.281,9137,96140,0.0,0.0,0.0,99.48,8,0,0,9600,0.7652001401062959,339.7790060633559,5.7234886253631885
13168,0.113,9863,120140,0.0,0.0,0.0,99.87,6,1,0,7500,0.8322407138446831,305.36570185645945,5.339275825333132
21899,1.0,9864,120030,1.0,0.0,0.0,99.42,8,1,3,13800,0.3365554206266721,246.3763896182959,4.598675944658751
17534,0.013,27755,150030,0.0,0.0,0.0,99.13,16,0,0,5400,0.8629604009512843,247.01817771241653,4.607335259672508
20598,0.454,10597,158830,0.0,0.0,0.0,99.11,9,0,1,3300,0.6435449721033975,109.57195590264868,2.396146158035437
21800,0.002,10963,150130,0.0,0.0,0.0,98.88,11,1,1,9600,0.7494822785425699,335.3158397147211,5.6755044674534965
45253,0.444,24460,179650,0.0,0.0,0.0,99.08,12,1,0,9600,0.7736226257942548,342.1423233121863,5.748681012815218
808,0.148,19355,199140,0.0,0.0,0.0,99.23,10,1,2,15900,0.8500375976094646,481.5570167325564,6.999759202853005
18223,0.0,21542,174740,0.0,0.0,0.0,99.25,9,1,1,1200,0.8738867344289255,6.369233954831628,0.1579698276967323
13715,0.076,15700,484650,0.0,0.0,0.0,99.35,14,1,3,28500,0.8753987987283326,645.8883089181237,8.010537860195022
3389,0.008,28844,153080,0.0,0.0,0.0,99.78,12,0,0,15900,0.9254167409355002,503.0092110473689,7.156424994274158
22110,0.016,14250,150120,0.0,0.0,0.0,99.22,7,1,0,11700,0.8698974621217634,412.98598423763826,6.438719638184523
36985,0.202,14609,207050,0.0,0.0,0.0,98.85,7,1,2,9600,0.7760723711670728,342.8260804195707,5.7559419790586785
49884,0.069,17895,190080,0.0,0.0,0.0,99.21,4,0,1,13800,0.8664786878889569,451.37260429169737,6.764596718165992
26863,0.062,12425,207140,1.0,0.0,0.0,98.55,10,0,1,18000,0.594704683386251,424.84932677672475,6.5427904472042675
50652,0.024,21184,360110,0.0,0.0,0.0,99.65,8,0,0,13800,0.9227238285496978,466.76109345037736,6.88670279421385
72428,0.029,12783,208140,0.0,0.0,0.0,99.89,3,0,1,9600,0.8082405362426964,351.65754784391845,5.848618280095166
235,0.005,20454,180110,0.0,0.0,0.0,99.29,16,1,0,22200,0.8564610563218366,570.314087909455,7.596803146669364
45788,0.047,17170,237560,0.0,0.0,0.0,98.3,12,1,1,3300,0.7214722176484695,127.96071072746018,2.737796347547712
71131,0.246,24105,102530,0.0,1.0,0.0,99.26,10,0,0,9600,0.4998762806578353,252.68829584885412,4.6832386277211135
19888,0.069,11688,625100,0.0,0.0,0.0,99.44,19,1,3,28500,0.7921695129152566,617.592955532673,7.8647094975143395
